rse_licensee,rse_name,public_offer_status,mysuper_product_name,product_category,single_strategy_lifecycle_indicator,lifecycle_stage_name,member_assets_000,proportion_of_total_assets_in_mysuper,member_accounts,strategic_growth_asset_allocation,performance_test_measure,pass_fail_indicator,lookback_period_years,actual_return_minus_benchmark_return,representative_administration_fees_and_expenses_rafe,relevant_benchmark_representative_administration_fees_and_expenses_brafe,10_year_net_investment_return_nir_p_a,10_year_nir_relative_to_saa_benchmark_portfolio_p_a,10_year_nir_relative_to_simple_reference_portfolio_p_a,10_year_net_return_50_000_rep_member_p_a,7_year_net_investment_return_nir_p_a,7_year_nir_relative_to_saa_benchmark_portfolio_p_a,7_year_nir_relative_to_simple_reference_portfolio_p_a,7_year_net_return_50_000_rep_member_p_a,5_year_net_investment_return_nir_p_a,5_year_nir_relative_to_saa_benchmark_portfolio_p_a,5_year_nir_relative_to_simple_reference_portfolio_p_a,5_year_net_return_50_000_rep_member_p_a,3_year_net_investment_return_nir_p_a,3_year_nir_relative_to_saa_benchmark_portfolio_p_a,3_year_nir_relative_to_simple_reference_portfolio_p_a,3_year_net_return_50_000_rep_member_p_a,administration_fees_and_costs_charged_10_000_account_balance,administration_fees_and_costs_charged_25_000_account_balance,administration_fees_and_costs_charged_50_000_account_balance,administration_fees_and_costs_charged_100_000_account_balance,administration_fees_and_costs_charged_250_000_account_balance,total_fees_and_costs_charged_10_000_account_balance,total_fees_and_costs_charged_25_000_account_balance,total_fees_and_costs_charged_50_000_account_balance,total_fees_and_costs_charged_100_000_account_balance,total_fees_and_costs_charged_250_000_account_balance
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - MySuper,Generic,Lifecycle,AMP MySuper 1990s,,,,0.91,,,,,,,0.0782,-0.0037,-0.007,0.0729,0.0763,-0.0057,-0.0107,0.0722,0.1008,0.0013,-0.0062,0.0969,0.1123,-0.0093,-0.0206,0.1086,0.0087,0.0047,0.0033,0.0027,0.0023,0.0141,0.0102,0.0088,0.0082,0.0078
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - MySuper,Generic,Lifecycle,AMP MySuper 1980s,,,,0.91,,,,,,,0.0801,-0.0018,-0.0051,0.0747,0.0784,-0.0035,-0.0085,0.0743,0.1019,0.0024,-0.005,0.0979,0.1121,-0.0094,-0.0206,0.1083,0.0087,0.0047,0.0033,0.0027,0.0023,0.0143,0.0103,0.0089,0.0083,0.0079
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - MySuper,Generic,Lifecycle,AMP MySuper 1970s,,,,0.91,,,,,,,0.0772,-0.002,-0.0056,0.0719,0.0752,-0.004,-0.0092,0.0711,0.0971,0.0023,-0.0053,0.0932,0.1095,-0.0096,-0.021,0.1057,0.0087,0.0047,0.0033,0.0027,0.0023,0.0144,0.0104,0.009,0.0084,0.008
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - MySuper,Generic,Lifecycle,AMP MySuper 1960s,,,,0.79,,,,,,,0.0602,-0.0027,-0.0087,0.055,0.0585,-0.0028,-0.011,0.0544,0.0707,0.0028,-0.0087,0.0669,0.0877,-0.0053,-0.0215,0.0841,0.0087,0.0047,0.0033,0.0027,0.0023,0.0137,0.0097,0.0083,0.0077,0.0073
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - MySuper,Generic,Lifecycle,AMP MySuper 1950s,,,,0.63,,,,,,,0.0475,-0.0042,-0.0116,0.0423,0.046,-0.0034,-0.0126,0.042,0.0536,0.0024,-0.0101,0.0498,0.0742,0,-0.0165,0.0707,0.0087,0.0047,0.0033,0.0027,0.0023,0.0125,0.0086,0.0072,0.0066,0.0062
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - MySuper,Generic,Lifecycle,AMP MySuper Capital Stable,,,,0.64,,,,,,,0.046,-0.0038,-0.0121,0.0409,0.0461,-0.0027,-0.0128,0.042,0.0542,0.0035,-0.0094,0.0504,0.0751,6.00E-04,-0.0166,0.0715,0.0087,0.0047,0.0033,0.0027,0.0023,0.0126,0.0087,0.0073,0.0067,0.0063
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - Water Corp MySuper,MySuper Large Employer,Lifecycle,,433949,0.01,2770,,-0.00262,Pass,7.5,-0.00424,0.00087,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - Water Corp MySuper,MySuper Large Employer,Lifecycle,Water Corporation MySuper 1990s,,,,0.91,,,,,,,,,,,0.0755,-0.0065,-0.0115,0.0744,0.0999,3.00E-04,-0.0071,0.0988,0.1114,-0.0103,-0.0215,0.1104,0.0027,0.0013,9.00E-04,6.00E-04,5.00E-04,0.0092,0.0078,0.0074,0.0071,0.007
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - Water Corp MySuper,MySuper Large Employer,Lifecycle,Water Corporation MySuper 1980s,,,,0.91,,,,,,,,,,,0.0776,-0.0043,-0.0094,0.0765,0.101,0.0015,-0.0059,0.0999,0.1111,-0.0103,-0.0216,0.1101,0.0027,0.0013,9.00E-04,6.00E-04,5.00E-04,0.0093,0.0079,0.0075,0.0072,0.0071
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - Water Corp MySuper,MySuper Large Employer,Lifecycle,Water Corporation MySuper 1970s,,,,0.91,,,,,,,,,,,0.0744,-0.0048,-0.01,0.0733,0.0962,0.0013,-0.0063,0.0951,0.1085,-0.0106,-0.022,0.1075,0.0027,0.0013,9.00E-04,6.00E-04,5.00E-04,0.0094,0.008,0.0076,0.0073,0.0072
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - Water Corp MySuper,MySuper Large Employer,Lifecycle,Water Corporation MySuper 1960s,,,,0.79,,,,,,,,,,,0.0577,-0.0036,-0.0119,0.0566,0.0699,0.0019,-0.0096,0.0688,0.0868,-0.0062,-0.0224,0.0859,0.0027,0.0013,9.00E-04,6.00E-04,5.00E-04,0.0087,0.0073,0.0069,0.0066,0.0065
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - Water Corp MySuper,MySuper Large Employer,Lifecycle,Water Corporation MySuper 1950s,,,,0.63,,,,,,,,,,,0.0453,-0.0041,-0.0134,0.0442,0.0526,0.0015,-0.011,0.0517,0.0733,-9.00E-04,-0.0174,0.0725,0.0027,0.0013,9.00E-04,6.00E-04,5.00E-04,0.0076,0.0062,0.0058,0.0055,0.0054
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - Water Corp MySuper,MySuper Large Employer,Lifecycle,Water Corporation MySuper Capital Stable,,,,0.64,,,,,,,,,,,0.0452,-0.0035,-0.0136,0.0442,0.0533,0.0026,-0.0103,0.0523,0.0742,-3.00E-04,-0.0174,0.0733,0.0027,0.0013,9.00E-04,6.00E-04,5.00E-04,0.0077,0.0063,0.0059,0.0056,0.0055
NESS Super Pty Ltd,NESS Super,Public offer,MySuper,Generic,Single strategy,,834684,0.63,11100,0.78,-4.00E-04,Pass,10,-0.00017,0.00271,0.002482,0.0695,-2.00E-04,-0.0074,0.0666,0.0684,9.00E-04,-0.01,0.0655,0.0854,0.0079,-0.0079,0.0824,0.0953,0.003,-0.0225,0.0923,0.0085,0.0042,0.0027,0.002,0.0015,0.0139,0.0095,0.0081,0.0073,0.0069
NGS Super Pty Limited,NGS Super,Public offer,NGS Diversified (MySuper),Generic,Single strategy,,10253969,0.57,92650,0.8,0.00486,Pass,10,0.00418,0.0018,0.002482,0.0725,0.0042,-0.0017,0.0701,0.0676,-0.0011,-0.0082,0.0651,0.0815,0.003,-0.0079,0.0791,0.0928,-0.0019,-0.0221,0.0903,0.007,0.0031,0.0018,0.0012,8.00E-04,0.0149,0.011,0.0097,0.0091,0.0087
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,,37615188,0.39,397910,,-0.00101,Pass,10,-5.00E-05,0.00345,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Under 55,,,,0.78,,,,,,,0.0706,0,-0.0051,0.065,0.0728,0.0021,-0.0058,0.0673,0.0912,0.0069,-0.0029,0.0858,0.0941,-0.0048,-0.0216,0.0877,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 55,,,,0.78,,,,,,,0.0703,-2.00E-04,-0.0053,0.0649,0.0724,0.0019,-0.006,0.0671,0.0906,0.0067,-0.0032,0.0855,0.0936,-0.0051,-0.0218,0.0876,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 56,,,,0.77,,,,,,,0.07,-1.00E-04,-0.0053,0.0645,0.0719,0.0019,-0.006,0.0665,0.0898,0.0068,-0.0032,0.0847,0.0929,-0.005,-0.0217,0.087,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 57,,,,0.77,,,,,,,0.0696,-1.00E-04,-0.0053,0.0641,0.0713,0.002,-0.006,0.066,0.089,0.007,-0.0031,0.0838,0.0923,-0.0049,-0.0216,0.0863,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 58,,,,0.76,,,,,,,0.0692,-1.00E-04,-0.0053,0.0638,0.0708,0.0021,-0.006,0.0654,0.0882,0.0072,-0.0031,0.083,0.0916,-0.0048,-0.0215,0.0857,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 59,,,,0.75,,,,,,,0.0688,-1.00E-04,-0.0053,0.0636,0.0702,0.0021,-0.006,0.0652,0.0874,0.0073,-0.003,0.0826,0.0909,-0.0047,-0.0213,0.0857,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 60,,,,0.75,,,,,,,0.0684,0,-0.0053,0.063,0.0696,0.0021,-0.006,0.0643,0.0865,0.0075,-0.003,0.0814,0.0903,-0.0046,-0.0212,0.0844,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 61,,,,0.74,,,,,,,0.068,1.00E-04,-0.0053,0.0626,0.0691,0.0022,-0.006,0.0638,0.0857,0.0077,-0.0029,0.0806,0.0896,-0.0045,-0.0211,0.0838,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 62,,,,0.74,,,,,,,0.0674,-1.00E-04,-0.0055,0.062,0.0683,0.002,-0.0063,0.063,0.0845,0.0075,-0.0032,0.0794,0.0885,-0.0048,-0.0214,0.0827,0.0087,0.0048,0.0034,0.0028,0.0024,0.0156,0.0116,0.0103,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 63,,,,0.71,,,,,,,0.0665,-2.00E-04,-0.0052,0.0611,0.0669,0.0019,-0.006,0.0616,0.0825,0.0072,-0.0026,0.0774,0.0868,-0.0047,-0.0205,0.081,0.0087,0.0048,0.0034,0.0028,0.0024,0.0155,0.0115,0.0102,0.0096,0.0092
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper Age 64,,,,0.69,,,,,,,0.0655,-2.00E-04,-0.005,0.0601,0.0655,0.0018,-0.0056,0.0602,0.0805,0.007,-0.0019,0.0754,0.0852,-0.0044,-0.0195,0.0794,0.0087,0.0048,0.0034,0.0028,0.0024,0.0155,0.0115,0.0102,0.0095,0.0091
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,MLC MySuper,Generic,Lifecycle,MySuper 65 and Over,,,,0.67,,,,,,,0.0649,1.00E-04,-0.0044,0.0595,0.0646,0.0023,-0.0047,0.0593,0.0792,0.0075,-5.00E-04,0.0741,0.0842,-0.0034,-0.0179,0.0785,0.0087,0.0048,0.0034,0.0028,0.0024,0.0154,0.0114,0.0101,0.0094,0.009
Nulis Nominees (Australia) Limited,MLC Super Fund,Public offer,NAB Staff MySuper,MySuper Large Employer,Single strategy,,3579765,0.04,22320,0.78,0.00478,Pass,10,0.00282,0.00053,0.002482,0.072,0.0028,-0.0025,0.0701,0.068,0.0014,-0.0072,0.0663,0.0887,0.0109,1.00E-04,0.0868,0.0917,-0.0054,-0.0213,0.0895,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,0.009,0.009,0.009,0.009,0.009
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,,20344617,0.39,290520,,-0.00173,Pass,10,-0.00125,0.00296,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,ANZ Smart Choice 2000S,,,,0.83,,,,,,,,,,,0.0764,-0.0032,-0.0072,0.0742,0.0966,-0.001,-0.006,0.094,0.1131,-2.00E-04,-0.0088,0.1101,0.007,0.004,0.003,0.0024,0.0021,0.014,0.0109,0.0099,0.0094,0.0091
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,ANZ Smart Choice 1990S,,,,0.83,,,,,,,0.0781,-0.0017,-0.0054,0.0763,0.0771,-0.0024,-0.0064,0.075,0.0971,-5.00E-04,-0.0055,0.0945,0.1137,4.00E-04,-0.0082,0.1107,0.007,0.004,0.003,0.0024,0.0021,0.014,0.011,0.0099,0.0094,0.0091
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,ANZ Smart Choice 1980S,,,,0.83,,,,,,,0.0775,-0.0017,-0.0055,0.0758,0.0768,-0.0024,-0.0065,0.0747,0.0969,-2.00E-04,-0.0053,0.0943,0.1143,0.001,-0.0076,0.1113,0.007,0.004,0.003,0.0024,0.0021,0.0141,0.011,0.01,0.0095,0.0092
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,ANZ Smart Choice 1970S,,,,0.79,,,,,,,0.0732,-0.0017,-0.0064,0.0714,0.0727,-0.0023,-0.0074,0.0706,0.0905,-1.00E-04,-0.0064,0.0878,0.1096,0.0019,-0.0077,0.1066,0.007,0.004,0.003,0.0024,0.0021,0.0141,0.0111,0.01,0.0095,0.0092
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,ANZ Smart Choice 1960S,,,,0.74,,,,,,,0.068,-3.00E-04,-0.0053,0.0662,0.0699,4.00E-04,-0.0043,0.0677,0.0856,0.0039,-0.0015,0.083,0.1095,0.0068,-5.00E-04,0.1065,0.007,0.004,0.003,0.0024,0.0021,0.0136,0.0105,0.0095,0.009,0.0087
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,ANZ Smart Choice 1950S,,,,0.63,,,,,,,0.055,5.00E-04,-0.0067,0.0532,0.0566,0.0016,-0.0054,0.0545,0.0654,0.005,-0.0033,0.0628,0.0917,0.0085,-0.0022,0.0887,0.007,0.004,0.003,0.0024,0.0021,0.0134,0.0103,0.0093,0.0088,0.0085
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super,Generic,Lifecycle,ANZ Smart Choice 1940S,,,,0.5,,,,,,,0.0461,6.00E-04,-0.0063,0.0444,0.0483,0.0018,-0.0041,0.0462,0.054,0.0051,-8.00E-04,0.0514,0.078,0.009,1.00E-04,0.075,0.007,0.004,0.003,0.0024,0.0021,0.0134,0.0104,0.0094,0.0089,0.0085
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,,267944,0.01,1310,,-0.00156,Pass,10,-0.00108,0.00296,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,ANZ Smart Choice 2000S,,,,0.83,,,,,,,,,,,0.0764,-0.0032,-0.0072,0.0744,0.0966,-0.001,-0.006,0.0942,0.1131,-2.00E-04,-0.0088,0.1102,0.007,0.004,0.003,0.0024,0.0021,0.014,0.0109,0.0099,0.0094,0.0091
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,ANZ Smart Choice 1990S,,,,0.83,,,,,,,0.0781,-0.0017,-0.0054,0.0764,0.0771,-0.0024,-0.0064,0.0751,0.0971,-5.00E-04,-0.0055,0.0947,0.1137,4.00E-04,-0.0082,0.1109,0.007,0.004,0.003,0.0024,0.0021,0.014,0.011,0.0099,0.0094,0.0091
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,ANZ Smart Choice 1980S,,,,0.83,,,,,,,0.0775,-0.0017,-0.0055,0.0759,0.0768,-0.0024,-0.0065,0.0748,0.0969,-2.00E-04,-0.0053,0.0944,0.1143,0.001,-0.0076,0.1114,0.007,0.004,0.003,0.0024,0.0021,0.0141,0.011,0.01,0.0095,0.0092
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,ANZ Smart Choice 1970S,,,,0.79,,,,,,,0.0732,-0.0017,-0.0064,0.0715,0.0727,-0.0023,-0.0074,0.0707,0.0905,-1.00E-04,-0.0064,0.088,0.1096,0.0019,-0.0077,0.1067,0.007,0.004,0.003,0.0024,0.0021,0.0141,0.0111,0.01,0.0095,0.0092
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,ANZ Smart Choice 1960S,,,,0.74,,,,,,,0.068,-3.00E-04,-0.0053,0.0663,0.0699,4.00E-04,-0.0043,0.0679,0.0856,0.0039,-0.0015,0.0832,0.1095,0.0068,-5.00E-04,0.1066,0.007,0.004,0.003,0.0024,0.0021,0.0136,0.0105,0.0095,0.009,0.0087
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,ANZ Smart Choice 1950S,,,,0.63,,,,,,,0.055,5.00E-04,-0.0067,0.0533,0.0566,0.0016,-0.0054,0.0546,0.0654,0.005,-0.0033,0.063,0.0917,0.0085,-0.0022,0.0888,0.007,0.004,0.003,0.0024,0.0021,0.0134,0.0103,0.0093,0.0088,0.0085
OnePath Custodians Pty Limited,Retirement Portfolio Service,Public offer,ANZ Smart Choice Super - My Super - QBE SUPER PLAN,MySuper Large Employer,Lifecycle,ANZ Smart Choice 1940S,,,,0.5,,,,,,,0.0461,6.00E-04,-0.0063,0.0445,0.0483,0.0018,-0.0041,0.0464,0.054,0.0051,-8.00E-04,0.0516,0.078,0.009,1.00E-04,0.0751,0.007,0.004,0.003,0.0024,0.0021,0.0134,0.0104,0.0094,0.0089,0.0085
Prime Super Pty Ltd,Prime Super,Public offer,MySuper,Generic,Single strategy,,6478241,0.74,131580,0.74,0.00075,Pass,10,0.00462,0.00635,0.002482,0.0733,0.0046,3.00E-04,0.0666,0.0682,9.00E-04,-0.0061,0.0615,0.0825,0.0045,-0.0049,0.0757,0.0969,0.0026,-0.0144,0.0901,0.0118,0.0077,0.0064,0.0057,0.0025,0.0163,0.0122,0.0109,0.0102,0.007
Rei Superannuation Fund Pty Limited,Rei Super,Public offer,Rei Super MySuper,Generic,Single strategy,,1881913,0.71,20760,0.75,0.00198,Pass,10,0.0019,0.0024,0.002482,0.0663,0.0019,-0.008,0.0628,0.0644,5.00E-04,-0.0113,0.0608,0.0843,0.0086,-0.0047,0.0804,0.0969,0.0026,-0.0178,0.0929,0.0024,0.0024,0.0024,0.0024,0.0024,0.0096,0.0096,0.0096,0.0096,0.0096
Retail Employees Superannuation Pty. Limited,Retail Employees Superannuation Trust,Public offer,MySuper,Generic,Single strategy,,79260333,0.78,1993150,0.76,-0.00194,Pass,10,-0.00186,0.00256,0.002482,0.0679,-0.0019,-0.0062,0.0655,0.0664,-0.0023,-0.0092,0.0638,0.0838,0.0049,-0.0051,0.081,0.0926,-6.00E-04,-0.0211,0.0899,0.0088,0.0041,0.0026,0.0018,0.0013,0.0143,0.0096,0.0081,0.0073,0.0068
Team Super Pty Ltd,Team Superannuation Fund,Public offer,MySuper Lifecycle,Generic,Lifecycle,,15075690,0.62,128470,,-0.00105,Pass,10,-0.00143,0.0021,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
Team Super Pty Ltd,Team Superannuation Fund,Public offer,MySuper Lifecycle,Generic,Lifecycle,MySuper Under Age 50,,,,0.94,,,,,,,0.0859,0,-0.002,0.083,0.0889,0.001,-0.0021,0.0862,0.1136,0.0038,4.00E-04,0.1111,0.1292,-0.0019,-0.0082,0.1268,0.0048,0.0028,0.0021,0.0018,0.0016,0.0102,0.0083,0.0076,0.0073,0.0071
Team Super Pty Ltd,Team Superannuation Fund,Public offer,MySuper Lifecycle,Generic,Lifecycle,MySuper Age 50 to 54,,,,0.83,,,,,,,0.0771,-0.0011,-0.0041,0.0742,0.0803,-4.00E-04,-0.0043,0.0776,0.1024,0.0049,0,0.0999,0.1167,-0.0011,-0.0099,0.1143,0.0048,0.0028,0.0021,0.0018,0.0016,0.0107,0.0087,0.0081,0.0077,0.0075
Team Super Pty Ltd,Team Superannuation Fund,Public offer,MySuper Lifecycle,Generic,Lifecycle,MySuper Age 55 and above,,,,0.76,,,,,,,0.0457,-0.0047,-0.0093,0.0428,0.0472,-0.0052,-0.0098,0.0445,0.0582,0.0042,-0.0024,0.0558,0.0793,-0.0017,-0.016,0.0769,0.0048,0.0028,0.0021,0.0018,0.0016,0.0106,0.0086,0.0079,0.0076,0.0074
Telstra Super Pty Ltd,Telstra Superannuation Scheme,Public offer,TelstraSuper MySuper,Generic,Lifecycle,,9417339,0.34,56330,,0.00091,Pass,10,0.00107,0.00264,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra Super Pty Ltd,Telstra Superannuation Scheme,Public offer,TelstraSuper MySuper,Generic,Lifecycle,MySuper Growth,,,,0.88,,,,,,,0.0799,0,-0.0044,0.0764,0.0807,0.0021,-0.0049,0.0774,0.1027,0.0079,-0.0028,0.0995,0.1051,-2.00E-04,-0.0218,0.1022,0.0068,0.0037,0.0026,0.0021,0.0018,0.0132,0.0101,0.0091,0.0085,0.0082
Telstra Super Pty Ltd,Telstra Superannuation Scheme,Public offer,TelstraSuper MySuper,Generic,Lifecycle,MySuper Balanced,,,,0.78,,,,,,,0.0691,0.0011,-0.005,0.0656,0.069,0.0032,-0.0059,0.0657,0.0871,0.0109,-0.0015,0.0839,0.0888,8.00E-04,-0.0232,0.0859,0.0068,0.0037,0.0026,0.0021,0.0018,0.0131,0.01,0.0089,0.0084,0.0081
Telstra Super Pty Ltd,Telstra Superannuation Scheme,Public offer,TelstraSuper MySuper,Generic,Lifecycle,MySuper Moderate,,,,0.63,,,,,,,0.0515,0.0065,1.00E-04,0.0481,0.05,0.0073,-0.0018,0.0468,0.0576,0.0135,0.004,0.0544,0.0679,0.0066,-0.0163,0.065,0.0068,0.0037,0.0026,0.0021,0.0018,0.0112,0.0081,0.007,0.0065,0.0062
Telstra Super Pty Ltd,Telstra Superannuation Scheme,Public offer,TelstraSuper MySuper,Generic,Lifecycle,MySuper Conservative,,,,0.45,,,,,,,0.0476,0.007,0,0.0441,0.0444,0.008,-0.002,0.0411,0.0496,0.0145,0.0037,0.0465,0.0545,0.0084,-0.0165,0.0517,0.0068,0.0037,0.0026,0.0021,0.0018,0.0111,0.008,0.0069,0.0064,0.0061
Togethr Trustees Pty Ltd,equipsuper,Public offer,Equip Super and Catholic Super - MySuper members,Generic,Single strategy,,15262367,0.4,97070,0.72,0.00542,Pass,10,0.00544,0.0025,0.002482,0.072,0.0054,4.00E-04,0.069,0.0687,0.0013,-0.0043,0.0658,0.0819,0.0042,-0.004,0.0789,0.0971,0.0016,-0.0117,0.0942,0.006,0.0034,0.0025,0.0021,0.0018,0.0111,0.0085,0.0076,0.0072,0.0069
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,,4756156,0.36,45880,,-0.00351,Pass,10,-0.00349,0.0025,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 25 AND UNDER,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 26,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 27,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 28,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
